date,hour,open,high,low,close,volume,ohlc4,SMA,25x_liq_long,25x_liq_short,average_true_range
2021-01-03 00:00:00,0.0,32201.5,32516.5,31978.0,32478.0,5520683.9571,32293.5,,,,997.9642857142857
2021-01-03 01:00:00,1.0,32478.0,32828.0,32255.5,32606.0,3504629.99615,32541.875,,,,1028.142857142857
2021-01-03 02:00:00,2.0,32606.0,32930.5,32595.0,32765.0,2171278.09595,32724.125,,,,968.8214285714286
2021-01-03 03:00:00,3.0,32765.0,32780.5,32471.0,32595.0,1623346.1607,32652.875,,,,918.0714285714286
2021-01-03 04:00:00,4.0,32595.0,33279.0,32470.5,33236.5,2566278.89205,32895.25,30343.65625,29317.5422705314,29036.991626794257,940.5357142857143
2021-01-03 05:00:00,5.0,33236.5,34190.0,33149.5,33757.0,13145374.0283,33583.25,30434.125,29404.951690821257,29123.564593301435,972.7142857142857
2021-01-03 06:00:00,6.0,33757.0,34118.0,33662.0,33986.5,2892029.68255,33880.875,30531.052083333332,29498.60104669887,29216.317783094095,909.5714285714286
2021-01-03 07:00:00,7.0,33986.5,34809.5,33790.5,34471.0,10568561.39515,34264.375,30637.979166666668,29601.912238325283,29318.640350877195,942.1071428571429
2021-01-03 08:00:00,8.0,34471.0,34695.5,33800.5,34390.0,10437599.6129,34339.25,30747.0859375,29707.32940821256,29423.04874401914,946.8214285714286
2021-01-03 09:00:00,9.0,34390.0,34618.5,33837.0,34203.5,5111391.4989,34262.25,30852.7734375,29809.442934782608,29524.185107655503,960.0714285714286
2021-01-03 10:00:00,10.0,34203.5,34376.0,33438.0,33891.5,5045638.8704,33977.25,30950.083333333332,29903.46215780998,29617.30462519936,809.1785714285714
2021-01-03 11:00:00,11.0,33891.5,34465.5,33796.0,34430.0,4124197.69735,34145.75,31049.682291666668,29999.693035426735,29712.614633173846,704.4642857142857
2021-01-03 12:00:00,12.0,34430.0,34605.0,33971.5,34131.5,8842985.89375,34284.5,31151.421875,30097.992149758455,29809.973086124402,688.3928571428571
2021-01-03 13:00:00,13.0,34131.5,34414.0,33822.0,33904.5,4598568.33135,34068.0,31248.395833333332,30191.68679549114,29902.771132376394,684.9642857142857
2021-01-03 14:00:00,14.0,33904.5,34205.0,33461.0,33895.0,7102649.63965,33866.375,31339.973958333332,30280.168075684378,29990.405701754382,699.6428571428571
2021-01-03 15:00:00,15.0,33895.0,33962.0,32786.0,33529.5,7942579.4807,33543.125,31428.390625,30365.594806763285,30075.01495215311,742.75
2021-01-03 16:00:00,16.0,33529.5,33856.5,32561.5,32661.5,18590195.35145,33152.25,31508.427083333332,30442.924718196453,30151.604864433808,811.2857142857143
2021-01-03 17:00:00,17.0,32647.5,33259.0,32460.5,32918.0,8667141.24125,32821.25,31583.130208333332,30515.101650563603,30223.091108452947,846.2142857142857
2021-01-03 18:00:00,18.0,32917.5,33034.5,32301.5,32771.0,9115111.78395,32756.125,31659.846354166668,30589.223530595817,30296.50368819777,840.8214285714286
2021-01-03 19:00:00,19.0,32771.0,32922.5,32459.0,32770.5,2163890.67235,32730.75,31735.283854166668,30662.110004025766,30368.692683413083,799.6071428571429
2021-01-03 20:00:00,20.0,32770.5,33852.5,32731.5,33739.0,3616912.43765,33273.375,31820.669270833332,30744.607991143315,30450.40121610845,847.1071428571429
2021-01-03 21:00:00,21.0,33739.0,33877.0,33538.0,33584.5,2355018.4334,33684.625,31912.440104166668,30833.275462962967,30538.220195374804,798.5357142857143
2021-01-03 22:00:00,22.0,33584.5,33669.5,33031.0,33156.0,3162868.0626,33360.25,31997.169270833332,30915.139392109497,30619.30073763955,780.2142857142857
2021-01-03 23:00:00,23.0,33156.0,33636.0,32666.0,33045.5,4150534.43245,33125.875,32075.536458333332,30990.856481481478,30694.293261562994,793.6785714285714
2021-01-04 00:00:00,0.0,33045.5,33159.0,32505.0,32883.5,8352434.16735,32898.25,32151.03125,31063.798309178743,30766.537081339713,773.3928571428571
2021-01-04 01:00:00,1.0,32883.5,33366.5,32633.0,33227.0,3617587.9832,33027.5,32227.75,31137.92270531401,30839.952153110047,777.9642857142857
2021-01-04 02:00:00,2.0,33227.0,33633.0,33001.5,33499.0,4281958.68105,33340.125,32308.744791666668,31216.17854267311,30917.459130781503,777.8214285714286
2021-01-04 03:00:00,3.0,33499.0,33591.0,33220.5,33581.5,3918925.5095,33473.0,32393.434895833332,31298.004730273748,30998.502292663474,762.0
2021-01-04 04:00:00,4.0,33581.5,33658.5,33246.5,33319.5,4768317.7882,33451.5,32477.729166666668,31379.448470209343,31079.166666666668,738.2857142857143
2021-01-04 05:00:00,5.0,33320.0,33399.0,32884.5,32907.0,4953272.8,33127.625,32552.177083333332,31451.378824476647,31150.408692185007,691.0357142857143
2021-01-04 06:00:00,6.0,32907.0,33461.5,32891.0,33268.5,10792918.7693,33132.0,32623.505208333332,31520.29488727858,31218.665271132373,639.2857142857143
2021-01-04 07:00:00,7.0,33265.5,33312.0,31676.5,32146.0,16644575.11605,32600.0,32681.755208333332,31576.575080515297,31274.40689792663,699.0714285714286
2021-01-04 08:00:00,8.0,32146.0,32591.5,31450.5,32045.0,6332360.5969,32058.25,32727.9296875,31621.188103864733,31318.593002392343,728.2142857142857
2021-01-04 09:00:00,9.0,32045.0,32172.0,30222.0,31021.0,14576734.99545,31365.0,32760.635416666668,31652.78784219002,31349.890350877195,834.3928571428571
2021-01-04 10:00:00,10.0,31021.0,31177.5,27700.5,30259.5,30602720.9435,30039.625,32767.4375,31659.359903381643,31356.3995215311,1002.6785714285714
2021-01-04 11:00:00,11.0,30259.5,30888.0,29400.0,30729.5,14428413.7318,30319.25,32778.8359375,31670.37288647343,31367.307117224882,1084.75
2021-01-04 12:00:00,12.0,30729.5,31425.0,30464.0,31222.0,9898635.0115,30960.125,32792.372395833336,31683.451590177134,31380.26066586922,1107.7857142857142
2021-01-04 13:00:00,13.0,31222.0,31427.0,30594.0,31427.0,5973335.45225,31167.5,32793.640625,31684.67693236715,31381.47428229665,1098.0
2021-01-04 14:00:00,14.0,31427.0,32156.0,31424.0,32137.0,5336653.33785,31786.0,32801.291666666664,31692.0692431562,31388.795853269537,1103.5714285714287
2021-01-04 15:00:00,15.0,32137.0,32214.0,31582.5,31760.5,3401134.4814,31923.5,32808.7421875,31699.26781400966,31395.92553827751,1096.2857142857142
2021-01-04 16:00:00,16.0,31760.5,31923.0,30709.0,31317.0,6456271.65705,31427.375,32790.703125,31681.838768115944,31378.66327751196,1137.892857142857
2021-01-04 17:00:00,17.0,31317.0,31526.0,30627.0,31007.0,3581845.72015,31119.25,32756.8515625,31649.131944444445,31346.269437799045,1175.642857142857
2021-01-04 18:00:00,18.0,31006.5,31432.5,30988.0,31160.5,4972328.76485,31146.875,32719.125,31612.681159420288,31310.16746411483,1177.9642857142858
2021-01-04 19:00:00,19.0,31160.5,31866.0,31080.0,31662.5,4250643.25375,31442.25,32686.1484375,31580.819746376812,31278.610944976077,1197.357142857143
2021-01-04 20:00:00,20.0,31662.5,31825.5,31230.5,31261.5,3575686.953,31495.0,32679.291666666668,31574.194847020935,31272.049441786286,1199.107142857143
2021-01-04 21:00:00,21.0,31261.5,31590.0,30813.5,31030.5,1993500.7181,31173.875,32680.630208333332,31575.488123993557,31273.330342902707,1137.75
2021-01-04 22:00:00,22.0,31030.5,31485.0,30969.5,31355.0,2648807.2712,31210.0,32666.122395833332,31561.47091384863,31259.44726874003,1093.0714285714287
2021-01-04 23:00:00,23.0,31355.0,32038.0,31175.5,32005.0,2841478.799,31643.375,32657.3828125,31553.026871980677,31251.08403110048,1015.3928571428571
2021-01-05 00:00:00,0.0,32005.0,32862.0,32003.0,32443.5,8032476.70445,32328.375,32658.109375,31553.7288647343,31251.779306220094,828.3928571428571
2021-01-05 01:00:00,1.0,32443.5,32811.5,32285.5,32805.0,3127130.05965,32586.375,32659.036458333332,31554.624597423506,31252.66646730462,759.6785714285714
2021-01-05 02:00:00,2.0,32805.0,32846.5,32274.5,32350.0,2130696.40425,32569.0,32655.8046875,31551.50211352657,31249.573863636364,731.8928571428571
2021-01-05 03:00:00,3.0,32350.0,32575.0,31100.0,31211.0,7444513.4432,31809.0,32638.223958333332,31534.515901771334,31232.75019936204,777.75
2021-01-05 04:00:00,4.0,31198.0,31559.5,30389.5,30861.0,10501559.2092,31002.0,32598.78125,31496.40700483092,31195.005980861242,809.0357142857143
2021-01-05 05:00:00,5.0,30861.0,31348.5,30000.0,30439.0,9719326.6176,30662.125,32537.924479166668,31437.608192431566,31136.76983652313,860.25
2021-01-05 06:00:00,6.0,30439.0,31274.0,29923.5,31110.5,7933463.86715,30686.75,32471.380208333332,31373.314210950077,31073.091108452947,870.0
2021-01-05 07:00:00,7.0,31110.5,31306.0,30711.0,30800.5,2356218.58715,30982.0,32402.997395833332,31307.24386070853,31007.653010366823,848.2857142857143
2021-01-05 08:00:00,8.0,30800.5,31506.5,30800.5,31184.0,5122456.86825,31072.875,32334.947916666668,31241.49557165862,30942.533891547053,866.9642857142857
2021-01-05 09:00:00,9.0,31128.0,31800.0,31128.0,31578.5,7555725.47285,31408.625,32275.497395833332,31184.05545491143,30885.64344098883,858.8214285714286
2021-01-05 10:00:00,10.0,31572.0,31689.5,31105.5,31353.0,1379444.91735,31430.0,32222.4296875,31132.782306763285,30834.860944976077,858.0357142857143
2021-01-05 11:00:00,11.0,31353.0,31805.0,31285.5,31804.5,4024669.73995,31562.0,32168.6015625,31080.77445652174,30783.35077751196,839.6785714285714
2021-01-05 12:00:00,12.0,31804.5,32084.5,31599.5,31614.5,6217237.49855,31775.75,32116.3359375,31030.276268115944,30733.335825358852,837.5
2021-01-05 13:00:00,13.0,31614.5,31932.0,31466.0,31497.5,5359049.3815,31627.5,32065.4921875,30981.151871980677,30684.681519138758,809.1785714285714
2021-01-05 14:00:00,14.0,31497.5,32438.0,31131.5,32401.5,8934685.7803,31867.125,32023.841145833332,30940.90931964573,30644.824062998403,841.1428571428571
2021-01-05 15:00:00,15.0,32401.5,32423.0,31956.5,32151.0,4551755.67715,32233.0,31996.546875,30914.53804347826,30618.70514354067,836.8928571428571
2021-01-05 16:00:00,16.0,32151.0,32729.5,31844.0,32522.5,6653058.211,32311.75,31979.036458333332,30897.61976650563,30601.94876395534,859.2857142857143
2021-01-05 17:00:00,17.0,32522.5,32862.5,32312.0,32796.5,2554436.36345,32623.375,31974.9140625,30893.63677536232,30598.003887559807,793.25
2021-01-05 18:00:00,18.0,32796.5,33505.0,32724.0,33435.5,5033166.5471,33115.25,31982.395833333332,30900.865539452494,30605.163476874,765.4642857142857
2021-01-05 19:00:00,19.0,33435.5,34286.0,33200.0,33812.5,6732297.04195,33683.5,32002.244791666668,30920.04327697263,30624.157695374804,746.7142857142857
2021-01-05 20:00:00,20.0,33812.5,34141.5,33433.5,34078.0,3720150.76735,33866.375,32014.598958333332,30931.979669887274,30635.979864433808,700.8214285714286
2021-01-05 21:00:00,21.0,34078.0,34102.5,33584.5,33790.5,1942950.5809,33888.875,32018.854166666668,30936.090982286638,30640.051834130783,695.3214285714286
2021-01-05 22:00:00,22.0,33790.5,34499.5,33790.5,34292.0,4651309.36715,34093.125,32034.122395833332,30950.842894524958,30654.662579744814,695.5357142857143
2021-01-05 23:00:00,23.0,34292.0,34387.0,33779.5,34034.5,6733057.90195,34123.25,32054.901041666668,30970.918880837362,30674.546451355665,690.9285714285714
2021-01-06 00:00:00,0.0,34034.5,34187.0,33367.0,33956.5,4755889.60985,33886.25,32075.484375,30990.806159420288,30694.24342105263,707.7857142857143
2021-01-06 01:00:00,1.0,33956.5,34055.5,33553.5,33868.0,1480356.51965,33858.375,32092.794270833332,31007.530696457325,30710.80791467304,706.5357142857143
2021-01-06 02:00:00,2.0,33866.0,34180.0,33836.5,33935.5,1679136.12135,33954.5,32105.59375,31019.89734299517,30723.056220095692,696.4285714285714
2021-01-06 03:00:00,3.0,33935.5,34233.5,33725.0,34181.0,2130969.42535,34018.75,32116.963541666668,31030.882648953306,30733.936403508775,699.4642857142857
2021-01-06 04:00:00,4.0,34175.0,35973.5,34175.0,35448.5,16108044.63685,34943.0,32148.036458333332,31060.90479066022,30763.67125199362,734.6071428571429
2021-01-06 05:00:00,5.0,35448.5,35692.5,34666.0,35053.0,4418415.6316,35215.0,32191.5234375,31102.921195652172,30805.285586124402,774.6071428571429
2021-01-06 06:00:00,6.0,35053.0,35346.5,34911.0,35252.0,2252884.33305,35140.625,32233.369791666668,31143.352455716587,30845.329944178633,742.4642857142857
2021-01-06 07:00:00,7.0,35252.0,35394.5,34500.0,34774.0,4420178.7054,34980.125,32282.955729166668,31191.261574074077,30892.78060207337,767.0357142857143
2021-01-06 08:00:00,8.0,34774.0,35060.0,34107.0,34652.0,3368558.54125,34648.25,32336.9140625,31243.3952294686,30944.415370813396,779.3214285714286
2021-01-06 09:00:00,9.0,34652.0,34659.0,33672.5,33992.5,4132648.6172,34244.0,32396.893229166668,31301.34611513688,31001.811702551837,772.2142857142857
2021-01-06 10:00:00,10.0,33992.5,34635.0,33937.0,34518.0,2547345.9617,34270.625,32485.0390625,31386.511171497583,31086.16178229665,771.5
2021-01-06 11:00:00,11.0,34518.0,35393.5,34445.5,35000.5,6031981.90915,34839.375,32579.208333333332,31477.495974235102,31176.275917065388,802.2142857142857
2021-01-06 12:00:00,12.0,35000.5,35158.5,34543.0,35027.0,5190268.88235,34932.25,32661.9609375,31557.45018115942,31255.46501196172,795.5357142857143
2021-01-06 13:00:00,13.0,35027.0,35164.0,34415.0,34647.5,1808098.98035,34813.375,32737.916666666668,31630.83735909823,31328.149920255186,805.6428571428571
2021-01-06 14:00:00,14.0,34647.0,34693.0,34174.5,34322.5,3800314.9863,34459.25,32793.609375,31684.646739130436,31381.444377990432,784.1071428571429
2021-01-06 15:00:00,15.0,34322.5,34891.5,34266.0,34657.5,2941292.40545,34534.375,32848.002604166664,31737.200583735907,31433.495314992026,792.9285714285714
2021-01-06 16:00:00,16.0,34657.5,35158.5,34419.5,34692.0,4964315.2251,34731.875,32916.846354166664,31803.716284219,31499.374501594895,821.1785714285714
2021-01-06 17:00:00,17.0,34692.0,35163.5,34632.5,35014.5,2204742.42215,34875.625,32995.104166666664,31879.327697262477,31574.26236044657,822.7857142857143
2021-01-06 18:00:00,18.0,35015.0,35347.0,35015.0,35329.5,2580547.2626,35176.625,33079.057291666664,31960.44182769726,31654.600279106857,718.0714285714286
2021-01-06 19:00:00,19.0,35329.5,35830.0,34723.0,34918.0,5123331.62845,35200.125,33157.346354166664,32036.083433977456,31729.51804226475,723.8214285714286
2021-01-06 20:00:00,20.0,34923.0,36395.5,34324.5,36117.0,11504073.48275,35440.0,33239.533854166664,32115.49164653784,31808.166367623602,840.6428571428571
2021-01-06 21:00:00,21.0,36134.5,36599.0,35741.0,35930.0,4960497.3787,36101.125,33342.184895833336,32214.67139694042,31906.397029505584,838.0357142857143
2021-01-06 22:00:00,22.0,35930.0,36465.0,35750.0,36063.5,4787859.6712,36052.125,33443.0625,32312.13768115942,32002.930622009568,821.0357142857143
2021-01-06 23:00:00,23.0,36063.5,37038.0,36040.5,36871.5,6201584.6647,36503.375,33544.3125,32409.963768115944,32099.82057416268,821.8214285714286
2021-01-07 00:00:00,0.0,36871.5,37413.0,36496.0,37231.0,8368945.3468,37002.875,33641.697916666664,32504.055958132045,32193.01236044657,837.4642857142857
2021-01-07 01:00:00,1.0,37231.0,37335.0,36738.0,36969.0,5669604.60435,37068.25,33735.0703125,32594.270833333332,32282.363935406698,812.3928571428571
2021-01-07 02:00:00,2.0,36969.0,37160.0,36554.0,37042.5,3600690.59725,36931.375,33825.953125,32682.08031400966,32369.333133971293,811.7142857142857
2021-01-07 03:00:00,3.0,37042.5,37791.5,37014.0,37543.0,6271947.10915,37347.75,33941.34375,32793.56884057971,32479.754784688994,813.75
2021-01-07 04:00:00,4.0,37543.0,37664.5,37171.5,37572.0,5202715.1314,37487.75,34076.463541666664,32924.119363929145,32609.05602073365,811.9285714285714
2021-01-07 05:00:00,5.0,37572.0,37815.0,37267.5,37485.5,5693733.5037,37535.0,34219.6484375,33062.46225845411,32746.075059808612,806.3571428571429
2021-01-07 06:00:00,6.0,37485.5,37596.0,36857.0,37243.0,5732001.60205,37295.375,34357.328125,33195.48611111111,32877.8259569378,806.3571428571429
2021-01-07 07:00:00,7.0,37243.0,37391.0,36788.0,36913.5,3578527.944,37083.875,34484.450520833336,33318.30968196457,32999.47418261563,811.5
2021-01-07 08:00:00,8.0,36913.5,37389.0,36328.0,37258.0,4465100.7208,36972.125,34607.3515625,33437.05464975845,33117.08283492823,863.5357142857143
2021-01-07 09:00:00,9.0,37262.0,37546.0,36940.0,37533.0,2896776.52065,37320.25,34730.510416666664,33556.04871175523,33234.938197767144,827.75
2021-01-07 10:00:00,10.0,37533.0,37540.0,36951.5,37080.0,2468687.59875,37276.125,34852.3046875,33673.72433574879,33351.48773923445,721.8571428571429
2021-01-07 11:00:00,11.0,37095.5,37999.0,37088.0,37869.0,6205070.01555,37512.875,34976.28125,33793.50845410628,33470.125598086124,726.2142857142857
2021-01-07 12:00:00,12.0,37868.5,38200.0,37590.0,38012.5,14468292.3557,37917.75,35104.239583333336,33917.13969404187,33592.57376395534,718.7142857142857
2021-01-07 13:00:00,13.0,38012.5,38506.0,37972.5,38229.0,9566417.29325,38180.0,35240.75,34049.03381642512,33723.20574162679,685.5714285714286
2021-01-07 14:00:00,14.0,38229.0,38674.5,38158.5,38504.0,5732765.52555,38391.5,35376.674479166664,34180.36181561997,33853.27701355662,656.9285714285714
2021-01-07 15:00:00,15.0,38504.0,39057.5,38145.0,39055.5,6705232.89015,38690.5,35511.205729166664,34310.343699677935,33982.01505183413,679.4642857142857
2021-01-07 16:00:00,16.0,39060.0,39596.0,39005.0,39146.5,16179112.80745,39201.875,35654.75,34449.03381642512,34119.37799043062,678.3928571428571
2021-01-07 17:00:00,17.0,39146.5,39829.5,39133.0,39781.5,9554182.59195,39472.625,35797.442708333336,34586.90116747182,34255.92603668262,672.6071428571429
2021-01-07 18:00:00,18.0,39781.5,40428.0,36260.0,38849.5,30838416.61835,38829.75,35916.494791666664,34701.92733494364,34369.85147527911,935.1071428571429
2021-01-07 19:00:00,19.0,38856.5,39214.0,37378.0,39056.0,16120131.58445,38626.125,36019.466145833336,34801.41656602255,34468.388656299845,1027.142857142857
2021-01-07 20:00:00,20.0,39056.0,39212.5,38392.0,39140.0,8334906.2703,38950.125,36125.377604166664,34903.746477455716,34569.73933413078,1032.9642857142858
2021-01-07 21:00:00,21.0,39140.0,39930.5,39138.0,39734.0,5703243.07195,39485.625,36241.9765625,35016.40247584541,34681.317284688994,1046.5
2021-01-07 22:00:00,22.0,39734.0,40020.0,39178.5,39688.5,4124796.3012,39655.25,36357.854166666664,35128.361513687596,34792.20494417863,1030.8214285714287
2021-01-07 23:00:00,23.0,39688.5,39704.0,38603.5,39485.0,4866546.5445,39370.25,36467.166666666664,35233.97745571659,34896.81020733652,1066.142857142857
2021-01-08 00:00:00,0.0,39485.0,39760.0,38800.0,38826.0,4000933.654,39217.75,36578.239583333336,35341.29428341385,35003.10007974482,1092.6785714285713
2021-01-08 01:00:00,1.0,38826.0,39076.0,37844.0,38690.0,8733001.9,38609.0,36677.2109375,35436.918780193235,35097.80950956938,1115.0357142857142
2021-01-08 02:00:00,2.0,38690.0,38709.5,36548.0,37217.5,24879758.01745,37791.25,36757.143229166664,35514.14804750402,35174.299740829345,1225.857142857143
2021-01-08 03:00:00,3.0,37217.5,38500.0,37113.5,38387.5,6257258.59825,37804.625,36836.015625,35590.35326086957,35249.77571770335,1286.7857142857142
2021-01-08 04:00:00,4.0,38387.5,38954.5,38202.5,38710.0,7024760.62155,38563.625,36911.4453125,35663.23218599034,35321.95723684211,1303.642857142857
2021-01-08 05:00:00,5.0,38710.0,38728.5,37911.0,37984.5,3277920.6556,38333.5,36976.4140625,35726.00392512077,35384.12828947369,1296.857142857143
2021-01-08 06:00:00,6.0,37984.5,38693.5,37565.0,38554.5,4021437.80385,38199.375,37040.138020833336,35787.57296698873,35445.108153907495,1335.25
2021-01-08 07:00:00,7.0,38554.5,39149.5,38302.0,38930.5,3673949.23455,38734.125,37118.346354166664,35863.13657407407,35519.94866427432,1346.0357142857142
2021-01-08 08:00:00,8.0,38930.5,38993.5,38421.5,38667.5,5017639.6973,38753.25,37203.8671875,35945.76539855073,35601.78678229665,1089.1785714285713
2021-01-08 09:00:00,9.0,38667.5,39397.0,38245.5,39381.5,2728338.95095,38922.875,37301.34375,36039.94565217391,35695.06578947369,1040.2857142857142
2021-01-08 10:00:00,10.0,39381.5,41174.5,39257.5,40750.5,16685502.59125,40141.0,37423.643229166664,36158.10940016103,35812.098783891546,1118.607142857143
2021-01-08 11:00:00,11.0,40750.5,41547.5,40470.5,41300.5,9361371.14825,41017.25,37552.348958333336,36282.46276167472,35935.26216108453,1138.9285714285713
2021-01-08 12:00:00,12.0,41300.5,41785.0,40902.0,41349.5,10438566.66595,41334.25,37685.723958333336,36411.327495974234,36062.8937400319,1141.892857142857
2021-01-08 13:00:00,13.0,41349.5,41677.5,40753.5,41348.5,4722934.4592,41282.25,37820.4921875,36541.53834541063,36191.85855263158,1129.2857142857142
2021-01-08 14:00:00,14.0,41348.5,41631.0,40915.5,41501.0,7680327.22315,41349.0,37964.028645833336,36680.220913848636,36329.21401515152,1111.8214285714287
2021-01-08 15:00:00,15.0,41501.0,42000.0,39834.0,40885.5,20058065.81995,41055.125,38099.877604166664,36811.47594605475,36459.2130183413,1178.5357142857142
2021-01-08 16:00:00,16.0,40885.5,41659.5,40392.0,41362.0,10920903.974,41074.75,38232.020833333336,36939.15056360709,36585.6658692185,1114.6785714285713
2021-01-08 17:00:00,17.0,41362.0,41603.5,40898.5,41024.5,2599242.66285,41222.125,38364.239583333336,37066.89814814815,36712.190988835726,1066.0
2021-01-08 18:00:00,18.0,41024.5,41164.0,39751.5,39902.0,8513362.04565,40460.5,38474.3203125,37173.25634057971,36817.53139952153,1113.1785714285713
2021-01-08 19:00:00,19.0,39902.0,40766.0,39902.0,40339.0,3666793.57245,40227.25,38579.052083333336,37274.44645732689,36917.75318979267,1116.5
2021-01-08 20:00:00,20.0,40339.0,40500.0,38909.0,39071.0,12434803.1829,39704.75,38667.901041666664,37360.290861513684,37002.776116427434,1149.5357142857142
2021-01-08 21:00:00,21.0,39071.0,40103.0,38664.5,40067.0,5319080.09795,39476.375,38738.21875,37428.2306763285,37070.06578947369,1191.75
2021-01-08 22:00:00,22.0,40067.0,40810.0,39739.0,40702.0,4519735.2507,40329.5,38827.330729166664,37514.32920692431,37155.34041068581,1227.392857142857
