date,open,high,low,close,ohlc4,volume,SMA,25x_liq_long,25x_liq_short
2022-06-08 08:00:00,30545.0,30597.0,30413.0,30483.0,30509.5,18228076.2015,30549.395833333332,29516.32447665056,29233.871610845294
2022-06-08 09:00:00,30484.0,30554.0,30360.0,30511.0,30477.25,17837136.1206,30529.145833333332,29496.759259259255,29214.49362041467
2022-06-08 10:00:00,30510.0,30517.0,30324.0,30365.0,30429.0,12990312.7624,30507.838541666668,29476.172504025766,29194.103867623606
2022-06-08 11:00:00,30365.0,30508.0,30320.0,30392.0,30396.25,23610819.4037,30486.171875,29455.238526570047,29173.370215311006
2022-06-08 12:00:00,30392.0,30427.0,30099.0,30120.0,30259.5,23153804.7432,30462.604166666668,29432.46779388084,29150.81738437002
2022-06-08 13:00:00,30120.0,30867.0,30034.0,30749.0,30442.5,58598130.6555,30442.703125,29413.239734299517,29131.773325358852
2022-06-08 14:00:00,30746.0,30773.0,30316.0,30406.0,30560.25,57474628.2396,30422.739583333332,29393.951288244763,29112.669457735243
2022-06-08 15:00:00,30406.0,30542.0,30356.0,30452.0,30439.0,18886872.0174,30402.453125,29374.350845410627,29093.25657894737
2022-06-08 16:00:00,30452.0,30526.0,30184.0,30314.0,30369.0,21143682.3593,30381.348958333332,29353.96034621578,29073.06120414673
2022-06-08 17:00:00,30314.0,30447.0,30266.0,30363.0,30347.5,29697347.4223,30362.536458333332,29335.784017713362,29055.05881180223
2022-06-08 18:00:00,30363.0,30400.0,29895.0,30211.0,30217.25,41654274.0161,30339.635416666668,29313.65740740741,29033.143939393944
2022-06-08 19:00:00,30211.0,30284.0,30050.0,30110.0,30163.75,22136622.3468,30314.598958333332,29289.46759259259,29009.185606060604
2022-06-08 20:00:00,30113.0,30300.0,30081.0,30184.0,30169.5,9993580.4795,30288.671875,29264.4172705314,28984.375
2022-06-08 21:00:00,30184.0,30479.0,30179.0,30399.0,30310.25,11190023.4832,30264.598958333332,29241.15841384863,28961.33871610845
2022-06-08 22:00:00,30399.0,30437.0,30260.0,30286.0,30345.5,10627345.5509,30242.09375,29219.41425120773,28939.802631578947
2022-06-08 23:00:00,30286.0,30348.0,30159.0,30181.0,30243.5,8608970.0298,30219.0,29197.101449275364,28917.703349282296
2022-06-09 00:00:00,30181.0,30247.0,30048.0,30196.0,30168.0,14677359.6932,30206.911458333332,29185.421698872782,28906.135366826154
2022-06-09 01:00:00,30196.0,30297.0,30066.0,30067.0,30156.5,10151299.013,30213.90625,29192.17995169082,28912.82894736842
2022-06-09 02:00:00,30067.0,30186.0,30051.0,30178.0,30120.5,7274173.8515,30228.635416666668,29206.411030595817,28926.923843700162
2022-06-09 03:00:00,30178.0,30277.0,30161.0,30272.0,30222.0,8706966.8735,30244.395833333332,29221.638486312397,28942.005582137157
2022-06-09 04:00:00,30272.0,30278.0,30211.0,30241.0,30250.5,6956134.4049,30259.666666666668,29236.39291465379,28956.61881977672
2022-06-09 05:00:00,30241.0,30434.0,30225.0,30296.0,30299.0,17405327.1847,30276.651041666668,29252.802938808378,28972.87181020734
2022-06-09 06:00:00,30295.0,30335.0,30265.0,30316.0,30302.75,6906732.0332,30294.010416666668,29269.575281803547,28989.483652312603
2022-06-09 07:00:00,30316.0,30467.0,30298.0,30465.0,30386.5,13650262.5117,30311.963541666668,29286.9212962963,29006.663676236047
2022-06-09 08:00:00,30465.0,30562.0,30341.0,30488.0,30464.0,17097552.0763,30329.765625,29304.121376811596,29023.699162679426
2022-06-09 09:00:00,30488.0,30677.0,30459.0,30528.0,30538.0,21140466.0044,30349.651041666668,29323.33433977456,29042.72826953748
2022-06-09 10:00:00,30528.0,30580.0,30361.0,30415.0,30471.0,12413476.3941,30368.5625,29341.60628019324,29060.825358851675
2022-06-09 11:00:00,30415.0,30430.0,30248.0,30277.0,30342.5,16147499.9956,30386.270833333332,29358.715780998387,29077.771132376394
2022-06-09 12:00:00,30277.0,30344.0,30016.0,30093.0,30182.5,32396926.234,30401.083333333332,29373.027375201284,29091.94577352472
2022-06-09 13:00:00,30093.0,30234.0,29920.0,30145.0,30098.0,33710932.4011,30412.78125,29384.329710144928,29103.13995215311
2022-06-09 14:00:00,30145.0,30262.0,30036.0,30085.0,30132.0,20734277.9159,30421.260416666668,29392.522141706926,29111.25398724083
2022-06-09 15:00:00,30085.0,30378.0,30010.0,30283.0,30189.0,29439750.9613,30427.786458333332,29398.827495974234,29117.49900318979
2022-06-09 16:00:00,30283.0,30354.0,30154.0,30332.0,30280.75,17161007.9894,30436.71875,29407.4577294686,29126.046650717704
2022-06-09 17:00:00,30332.0,30443.0,30185.0,30299.0,30314.75,17197427.4995,30445.286458333332,29415.73570853462,29134.24541467304
2022-06-09 18:00:00,30299.0,30326.0,30117.0,30121.0,30215.75,13706854.8131,30448.557291666668,29418.89593397746,29137.375398724085
2022-06-09 19:00:00,30121.0,30150.0,29966.0,29996.0,30058.25,21999194.0801,30435.296875,29406.08393719807,29124.68600478469
2022-06-09 20:00:00,29996.0,30178.0,29949.0,30169.0,30073.0,32091154.855,30411.239583333332,29382.840177133654,29101.66467304625
2022-06-09 21:00:00,30169.0,30233.0,30108.0,30113.0,30155.75,8751663.8032,30385.989583333332,29358.44404186795,29077.50199362041
2022-06-09 22:00:00,30113.0,30134.0,29986.0,30045.0,30069.5,36513392.144,30364.395833333332,29337.580515297905,29056.838118022326
2022-06-09 23:00:00,30045.0,30098.0,29960.0,30077.0,30045.0,9950855.7831,30341.3125,29315.277777777777,29034.74880382775
2022-06-10 00:00:00,30077.0,30116.0,29540.0,29731.0,29866.0,41949309.4867,30315.041666666668,29289.895330112726,29009.609250398727
2022-06-10 01:00:00,29731.0,30047.0,29718.0,29864.0,29840.0,33896559.866,30290.40625,29266.09299516908,28986.034688995216
2022-06-10 02:00:00,29864.0,30010.0,29847.0,29998.0,29929.75,9456155.1925,30266.979166666668,29243.458132045092,28963.61642743222
2022-06-10 03:00:00,29998.0,30348.0,29998.0,30093.0,30109.25,37349466.0654,30259.864583333332,29236.58413848631,28956.808213716107
2022-06-10 04:00:00,30093.0,30126.0,30025.0,30067.0,30077.75,11020768.5327,30259.15625,29235.899758454107,28956.130382775118
2022-06-10 05:00:00,30067.0,30163.0,30057.0,30073.0,30090.0,8528095.9668,30252.833333333332,29229.79066022544,28950.079744816583
2022-06-10 06:00:00,30073.0,30207.0,30041.0,30069.0,30097.5,16340931.541,30244.125,29221.376811594204,28941.746411483255
2022-06-10 07:00:00,30071.0,30111.0,30030.0,30030.0,30060.5,19221957.9555,30235.119791666668,29212.676127214174,28933.12898724083
2022-06-10 08:00:00,30030.0,30088.0,29961.0,29998.0,30019.25,11633281.9265,30224.90625,29202.807971014492,28923.355263157893
2022-06-10 09:00:00,29998.0,30039.0,29842.0,29873.0,29938.0,20299712.2164,30213.671875,29191.953502415457,28912.60466507177
2022-06-10 10:00:00,29873.0,29984.0,29848.0,29974.0,29919.75,16877714.771,30203.0625,29181.702898550724,28902.452153110047
2022-06-10 11:00:00,29974.0,30052.0,29940.0,29994.0,29990.0,8203256.8475,30194.598958333332,29173.525563607083,28894.353070175435
2022-06-10 12:00:00,29995.0,30160.0,29433.0,29616.0,29801.0,79785420.8209,30185.046875,29164.296497584543,28885.212320574163
2022-06-10 13:00:00,29616.0,29697.0,29241.0,29361.0,29478.75,74172283.2118,30164.96875,29144.89734299517,28865.99880382775
2022-06-10 14:00:00,29361.0,29656.0,29204.0,29533.0,29438.5,46148961.8594,30141.598958333332,29122.317834138485,28843.635366826154
2022-06-10 15:00:00,29533.0,29597.0,29336.0,29425.0,29472.75,28147007.9657,30121.46875,29102.86835748792,28824.37200956938
2022-06-10 16:00:00,29420.0,29454.0,28823.0,29021.0,29179.5,74893369.9432,30096.6875,29078.925120772947,28800.657894736843
2022-06-10 17:00:00,29021.0,29170.0,28891.0,29090.0,29043.0,46600908.1269,30069.510416666668,29052.667069243158,28774.651116427434
2022-06-10 18:00:00,29090.0,29113.0,28925.0,29029.0,29039.25,19056502.6979,30044.96875,29028.95531400966,28751.166267942583
2022-06-10 19:00:00,29029.0,29136.0,28922.0,28959.0,29011.5,36622857.7413,30020.963541666668,29005.761876006443,28728.194776714518
2022-06-10 20:00:00,28959.0,29236.0,28936.0,29173.0,29076.0,18489725.963,29998.182291666668,28983.751006441227,28706.394537480068
2022-06-10 21:00:00,29173.0,29374.0,29127.0,29172.0,29211.5,8735052.7554,29975.291666666668,28961.634460547506,28684.489633173846
2022-06-10 22:00:00,29172.0,29275.0,29063.0,29152.0,29165.5,15384194.2261,29950.708333333332,28937.88244766505,28660.9649122807
2022-06-10 23:00:00,29152.0,29185.0,29005.0,29057.0,29099.75,22791309.1248,29926.880208333332,28914.860104669886,28638.162878787876
2022-06-11 00:00:00,29057.0,29219.0,29017.0,29201.0,29123.5,9963823.4832,29905.119791666668,28893.83554750403,28617.33951355662
2022-06-11 01:00:00,29201.0,29234.0,29155.0,29175.0,29191.25,8951498.8442,29885.010416666668,28874.406199677942,28598.09609250399
2022-06-11 02:00:00,29175.0,29270.0,29150.0,29241.0,29209.0,7268683.1409,29866.020833333332,28856.05877616747,28579.92424242424
2022-06-11 03:00:00,29241.0,29286.0,29202.0,29242.0,29242.75,5795638.3721,29845.619791666668,28836.347624798716,28560.40171451356
2022-06-11 04:00:00,29242.0,29355.0,29221.0,29351.0,29292.25,6400379.4715,29825.65625,28817.059178743963,28541.297846889953
2022-06-11 05:00:00,29351.0,29413.0,29224.0,29249.0,29309.25,9156815.295,29805.036458333332,28797.136674718193,28521.565988835722
2022-06-11 06:00:00,29249.0,29286.0,29236.0,29283.0,29263.5,4692403.017,29783.385416666668,28776.21779388084,28500.84728867624
2022-06-11 07:00:00,29283.0,29329.0,29255.0,29294.0,29290.25,3411940.0621,29760.546875,28754.15157004831,28478.99222488038
2022-06-11 08:00:00,29294.0,29310.0,28951.0,28955.0,29127.5,18272346.2371,29732.703125,28727.249396135267,28452.34748803828
2022-06-11 09:00:00,28955.0,29154.0,28719.0,29044.0,28968.0,45420181.1646,29699.994791666668,28695.647141706926,28421.047647527914
2022-06-11 10:00:00,29044.0,29096.0,28830.0,28890.0,28965.0,21010305.8778,29668.619791666668,28665.333132045092,28391.023724082937
2022-06-11 11:00:00,28890.0,28929.0,28547.0,28701.0,28766.75,24837905.3146,29635.791666666668,28633.61513687601,28359.609250398727
2022-06-11 12:00:00,28701.0,28812.0,28439.0,28444.0,28599.0,25553877.58,29602.802083333332,28601.741143317227,28328.040271132373
2022-06-11 13:00:00,28444.0,28828.0,28315.0,28738.0,28581.25,38935131.8608,29571.203125,28571.21074879227,28297.802033492822
2022-06-11 14:00:00,28738.0,28741.0,28354.0,28388.0,28555.25,18522356.6818,29538.354166666668,28539.472624798716,28266.36762360447
2022-06-11 15:00:00,28388.0,28565.0,28207.0,28369.0,28382.25,45659814.4738,29500.713541666668,28503.104871175525,28230.347886762363
2022-06-11 16:00:00,28369.0,28474.0,28081.0,28446.0,28342.5,32007320.6603,29460.333333333332,28464.090177133654,28191.706539074956
2022-06-11 17:00:00,28447.0,28571.0,28364.0,28475.0,28464.25,16620416.1765,29421.78125,28426.841787439615,28154.814593301435
2022-06-11 18:00:00,28475.0,28759.0,28410.0,28579.0,28555.75,24607588.7158,29387.197916666668,28393.427938808378,28121.720494417867
2022-06-11 19:00:00,28579.0,28728.0,28563.0,28563.0,28608.25,13053097.2604,29356.989583333332,28364.241143317227,28092.8129984051
2022-06-11 20:00:00,28563.0,28587.0,28350.0,28377.0,28469.25,10901817.5471,29323.578125,28331.959541062803,28060.840311004784
2022-06-11 21:00:00,28377.0,28582.0,28361.0,28530.0,28462.5,6782336.8386,29288.302083333332,28297.87640901771,28027.083333333332
2022-06-11 22:00:00,28530.0,28651.0,28504.0,28605.0,28572.5,6146287.9677,29257.114583333332,28267.743558776165,27997.238835725675
2022-06-11 23:00:00,28605.0,28611.0,28213.0,28389.0,28454.5,16419465.763,29223.979166666668,28235.728663446058,27965.530303030308
2022-06-12 00:00:00,28389.0,28513.0,28340.0,28481.0,28430.75,16002690.622,29194.078125,28206.838768115944,27936.916866028707
2022-06-12 01:00:00,28481.0,28491.0,28133.0,28207.0,28328.0,17851852.1759,29162.578125,28176.403985507248,27906.773325358852
2022-06-12 02:00:00,28207.0,28312.0,27270.0,27405.0,27798.5,67667207.6347,29118.177083333332,28133.50442834138,27864.28429027113
2022-06-12 03:00:00,27405.0,27729.0,27250.0,27516.0,27475.0,26705766.1723,29063.296875,28080.480072463768,27811.767344497606
2022-06-12 04:00:00,27516.0,27616.0,27395.0,27403.0,27482.5,19958903.5652,29009.229166666668,28028.240740740745,27760.027910685807
2022-06-12 05:00:00,27403.0,27434.0,27153.0,27240.0,27307.5,25408580.2732,28951.260416666668,27972.232286634462,27704.555422647532
2022-06-12 06:00:00,27237.0,27516.0,27212.0,27447.0,27353.0,18774756.2226,28894.083333333332,27916.98872785829,27649.840510366823
2022-06-12 07:00:00,27447.0,27635.0,27358.0,27607.0,27511.75,16385547.0006,28840.984375,27865.68538647343,27599.028110047846
2022-06-12 08:00:00,27607.0,27678.0,27496.0,27529.0,27577.5,14118422.9054,28790.114583333332,27816.535829307566,27550.348883572566
2022-06-12 09:00:00,27529.0,27574.0,27421.0,27432.0,27489.0,14192580.7239,28739.09375,27767.24033816425,27501.525119617225
2022-06-12 10:00:00,27431.0,27538.0,27321.0,27401.0,27422.75,25574125.073,28687.072916666668,27716.978663446058,27451.744417862843
2022-06-12 11:00:00,27401.0,27488.0,27315.0,27418.0,27405.5,11837287.8743,28633.229166666668,27664.955716586155,27400.219298245618
2022-06-12 12:00:00,27418.0,27547.0,27389.0,27398.0,27438.0,10011985.0582,28584.0,27617.391304347828,27353.11004784689
2022-06-12 13:00:00,27398.0,27437.0,27200.0,27273.0,27327.0,14081850.0861,28539.171875,27574.079106280195,27310.212320574163
2022-06-12 14:00:00,27273.0,27921.0,26862.0,27776.0,27458.0,87554087.7979,28497.911458333332,27534.213969404183,27270.72866826156
2022-06-12 15:00:00,27776.0,28301.0,27745.0,28051.0,27968.25,58397580.1791,28466.567708333332,27503.930152979065,27240.734649122805
2022-06-12 16:00:00,28051.0,28132.0,27784.0,27898.0,27966.25,21538921.1829,28441.291666666668,27479.508856682773,27216.54704944179
2022-06-12 17:00:00,27898.0,28194.0,27884.0,28082.0,28014.5,33017335.7404,28419.864583333332,27458.80636070853,27196.04266347687
2022-06-12 18:00:00,28082.0,28102.0,27840.0,27862.0,27971.5,48249249.9646,28397.619791666668,27437.313808373594,27174.755781499207
2022-06-12 19:00:00,27862.0,27890.0,27385.0,27386.0,27630.75,47709526.0404,28368.854166666668,27409.52093397746,27147.228867623606
2022-06-12 20:00:00,27385.0,27514.0,27318.0,27333.0,27387.5,39106007.5073,28333.677083333332,27375.53341384863,27113.566586921846
2022-06-12 21:00:00,27333.0,27486.0,27295.0,27323.0,27359.25,22409963.1643,28295.088541666668,27338.249798711757,27076.63975279107
2022-06-12 22:00:00,27323.0,27410.0,26890.0,26959.0,27145.5,53843757.5819,28253.005208333332,27297.589573268917,27036.36862041467
2022-06-12 23:00:00,26959.0,27140.0,26523.0,26541.0,26790.75,62039654.6358,28204.901041666668,27251.112117552337,26990.335925039875
2022-06-13 00:00:00,26541.0,26844.0,26229.0,26266.0,26470.0,95847948.276,28149.619791666668,27197.700281803547,26937.435207336526
2022-06-13 01:00:00,26266.0,26436.0,25575.0,25734.0,26002.75,137841554.4693,28083.192708333332,27133.51952495974,26873.86862041467
2022-06-13 02:00:00,25734.0,25820.0,25300.0,25306.0,25540.0,106952945.6003,28006.755208333332,27059.666867954908,26800.722687400317
2022-06-13 03:00:00,25306.0,25634.0,24860.0,25479.0,25319.75,128364539.347,27925.026041666668,26980.701489533014,26722.512958532698
2022-06-13 04:00:00,25479.0,26216.0,25350.0,25360.0,25601.25,90328225.3817,27848.130208333332,26906.40599838969,26648.92842902711
2022-06-13 05:00:00,25360.0,25829.0,25157.0,25190.0,25384.0,101176414.3512,27766.354166666668,26827.395330112726,26570.673843700162
2022-06-13 06:00:00,25190.0,25559.0,25009.0,25315.0,25268.25,86468736.9094,27683.119791666668,26746.975644122387,26491.023724082937
2022-06-13 07:00:00,25314.0,25428.0,24531.0,24766.0,25009.75,110902409.9709,27593.942708333332,26660.814210950077,26405.686802232853
2022-06-13 08:00:00,24768.0,24885.0,24094.0,24125.0,24468.0,173970457.8723,27496.869791666668,26567.02395330113,26312.79405901117
2022-06-13 09:00:00,24128.0,24558.0,23718.0,23986.0,24097.5,174868258.4435,27395.401041666668,26468.986513687603,26215.694776714518
2022-06-13 10:00:00,23986.0,24268.0,23778.0,23925.0,23989.25,104815394.1985,27291.739583333332,26368.830515297905,26116.497208931418
2022-06-13 11:00:00,23925.0,24035.0,23411.0,23660.0,23757.75,124444621.5862,27187.385416666668,26268.00523349437,26016.63676236045
2022-06-13 12:00:00,23660.0,24301.0,23581.0,23627.0,23792.25,128756429.5311,27087.244791666668,26171.251006441227,25920.808413078154
2022-06-13 13:00:00,23627.0,23928.0,23300.0,23595.0,23612.5,175722375.1381,26983.729166666668,26071.23590982287,25821.750398724085
2022-06-13 14:00:00,23595.0,23694.0,22555.0,22744.0,23147.0,235002200.5158,26871.057291666668,25962.374194847023,25713.930422647532
2022-06-13 15:00:00,22744.0,23438.0,22555.0,23225.0,22990.5,195537790.9712,26758.729166666668,25853.844605475042,25606.439393939396
2022-06-13 16:00:00,23225.0,24164.0,23060.0,23687.0,23534.0,186154282.8818,26658.552083333332,25757.055152979065,25510.576156299838
2022-06-13 17:00:00,23687.0,23713.0,23058.0,23493.0,23487.75,113046305.1258,26554.875,25656.884057971016,25411.363636363636
2022-06-13 18:00:00,23493.0,23763.0,23315.0,23327.0,23474.5,96882200.3141,26449.015625,25554.604468599035,25310.062799043062
2022-06-13 19:00:00,23327.0,23361.0,23054.0,23153.0,23223.75,89121861.9573,26336.838541666668,25446.220813204513,25202.716307814993
2022-06-13 20:00:00,23143.0,23742.0,23135.0,23194.0,23303.5,89226998.1991,26229.21875,25342.24033816425,25099.730861244017
2022-06-13 21:00:00,23194.0,23333.0,22822.0,23024.0,23093.25,66685200.8997,26117.359375,25234.163647342993,24992.688397129186
2022-06-13 22:00:00,23025.0,23093.0,22503.0,22533.0,22788.5,96373934.5152,25996.859375,25117.738526570047,24877.377392344497
2022-06-13 23:00:00,22533.0,22593.0,21879.0,22426.0,22357.75,269817114.1691,25869.84375,24995.018115942028,24755.83133971292
2022-06-14 00:00:00,22426.0,22731.0,21679.0,21684.0,22130.0,177048761.1534,25738.578125,24868.191425120775,24630.218301435405
2022-06-14 01:00:00,21686.0,21812.0,20800.0,20800.0,21274.5,205576936.7555,25591.630208333332,24726.212761674717,24489.59828548644
2022-06-14 02:00:00,20799.0,21694.0,20787.0,21493.0,21193.25,140685612.8789,25454.020833333332,24593.256843800318,24357.91467304625
2022-06-14 03:00:00,21493.0,22218.0,21270.0,22074.0,21763.75,80707037.6502,25335.036458333332,24478.29609500805,24244.054027113234
2022-06-14 04:00:00,22074.0,22515.0,21722.0,21922.0,22058.25,100328185.6952,25222.03125,24369.11231884058,24135.915071770334
2022-06-14 05:00:00,21922.0,23280.0,21870.0,22677.0,22437.25,173011792.2722,25120.567708333332,24271.079911433168,24038.82077352472
2022-06-14 06:00:00,22677.0,22838.0,22250.0,22567.0,22583.0,157324304.4344,25021.192708333332,24175.065418679547,23943.725079744814
2022-06-14 07:00:00,22567.0,22988.0,22119.0,22818.0,22623.0,125723909.5458,24919.34375,24076.660628019323,23846.26196172249
2022-06-14 08:00:00,22818.0,22920.0,22520.0,22553.0,22702.75,85395535.2424,24817.786458333332,23978.53764090177,23749.07795055821
2022-06-14 09:00:00,22553.0,22654.0,22244.0,22262.0,22428.25,72592117.2157,24712.354166666668,23876.670692431566,23648.18580542265
2022-06-14 10:00:00,22262.0,22598.0,22205.0,22340.0,22351.25,54618040.2699,24606.697916666668,23774.58735909823,23547.079346092505
2022-06-14 11:00:00,22339.0,22374.0,21684.0,21952.0,22087.25,82151510.8751,24495.901041666668,23667.537238325283,23441.053628389156
2022-06-14 12:00:00,21952.0,22423.0,21768.0,22100.0,22060.75,106346929.6466,24383.875,23559.299516908213,23333.851674641148
2022-06-14 13:00:00,22100.0,22560.0,21945.0,22371.0,22244.0,122422092.1627,24277.979166666668,23456.9847020934,23232.51594896332
2022-06-14 14:00:00,22373.0,22517.0,21981.0,22475.0,22336.5,66084131.5816,24171.28125,23353.894927536232,23130.412679425837
2022-06-14 15:00:00,22475.0,22754.0,22226.0,22643.0,22524.5,92597493.6219,24057.869791666668,23244.31863929147,23021.884968102077
2022-06-14 16:00:00,22643.0,22740.0,22377.0,22444.0,22551.0,54177815.21,23945.052083333332,23135.31602254428,22913.92543859649
2022-06-14 17:00:00,22444.0,22700.0,22304.0,22323.0,22442.75,66804004.8078,23828.973958333332,23023.163244766503,22802.845893141945
2022-06-14 18:00:00,22323.0,22549.0,22192.0,22259.0,22330.75,40954827.4396,23711.458333333332,22909.621578099835,22690.390749601273
2022-06-14 19:00:00,22259.0,22294.0,22078.0,22146.0,22194.25,55998260.1439,23598.197916666668,22800.19122383253,22582.00757575758
2022-06-14 20:00:00,22146.0,22204.0,21800.0,21954.0,22026.0,51983196.9506,23486.5,22692.270531400965,22475.119617224882
2022-06-14 21:00:00,21954.0,22056.0,21323.0,21441.0,21693.5,58782690.1387,23368.463541666668,22578.225644122387,22362.166068580544
2022-06-14 22:00:00,21441.0,21617.0,21432.0,21552.0,21510.5,44418056.2544,23251.067708333332,22464.799718196453,22249.825558213714
