date,hour,open,high,low,close,volume(BTC),ohlc4,SMA48,average_true_range,EMA9,EMA48,10x short,25x short,50x short,100x short,10x long,25x long,50x long,100x long
2021-05-24 14:00:00,14.0,37608.0,38084.0,37354.0,37688.0,23748039.6216,37683.5,35932.74,891.57,36968.46,36154.42,40849.12,38309.28,37531.43,37158.0,33761.15,35718.32,36422.12,36780.84
2021-05-24 15:00:00,15.0,37688.0,38240.0,37329.0,37587.0,24468384.5138,37711.0,35927.34,895.14,37116.97,36217.95,41013.22,38463.18,37682.2,37307.27,33896.77,35861.8,36568.44,36928.59
2021-05-24 16:00:00,16.0,37587.0,38010.0,36903.0,37393.0,18232007.057,37473.25,35913.7,928.64,37188.22,36269.19,41091.96,38537.02,37754.54,37378.89,33961.85,35930.65,36638.64,36999.49
2021-05-24 17:00:00,17.0,37393.0,37935.0,37244.0,37675.0,21422307.1323,37561.75,35901.43,923.57,37262.93,36321.95,41174.51,38614.43,37830.38,37453.98,34030.07,36002.83,36712.24,37073.81
2021-05-24 18:00:00,18.0,37675.0,38359.0,37435.0,37963.0,15158505.0267,37858.0,35902.76,914.86,37381.94,36384.64,41306.01,38737.76,37951.21,37573.61,34138.76,36117.82,36829.5,37192.22
2021-05-24 19:00:00,19.0,37963.0,39843.0,37799.0,39647.0,43652090.1835,38813.0,35928.82,1009.21,37668.15,36483.76,41622.27,39034.36,38241.78,37861.28,34400.14,36394.35,37111.48,37476.98
2021-05-24 20:00:00,20.0,39647.0,39976.0,38752.0,39016.0,31203638.7785,39347.75,35962.42,1012.43,38004.07,36600.66,41993.45,39382.46,38582.82,38198.93,34706.92,36718.91,37442.44,37811.2
2021-05-24 21:00:00,21.0,39016.0,39346.0,38385.0,38521.0,17120903.4488,38817.0,35976.55,1023.36,38166.66,36691.12,42173.1,39550.94,38747.88,38362.35,34855.4,36876.0,37602.62,37972.96
2021-05-24 22:00:00,22.0,38520.0,38922.0,37988.0,38468.0,24069152.7496,38474.5,35988.66,1040.64,38228.23,36763.91,42241.13,39614.74,38810.38,38424.23,34911.62,36935.48,37663.28,38034.21
2021-05-24 23:00:00,23.0,38468.0,38935.0,38280.0,38860.0,14775729.3984,38635.75,36010.19,1054.71,38309.73,36840.31,42331.19,39699.2,38893.13,38506.15,34986.06,37014.23,37743.58,38115.3
2021-05-25 00:00:00,0.0,38860.0,39862.0,38573.0,39480.0,43876846.4954,39193.75,36041.75,1088.64,38486.54,36936.37,42526.56,39882.42,39072.62,38683.86,35147.52,37185.06,37917.77,38291.21
2021-05-25 01:00:00,1.0,39480.0,39634.0,38715.0,38866.0,23862796.037,39173.75,36064.54,1045.64,38623.98,37027.69,42678.43,40024.85,39212.16,38822.01,35273.04,37317.85,38053.18,38427.96
2021-05-25 02:00:00,2.0,38866.0,38977.0,38071.0,38137.0,17005855.2094,38512.75,36081.05,1019.79,38601.73,37088.31,42653.85,40001.8,39189.58,38799.65,35252.72,37296.36,38031.26,38405.82
2021-05-25 03:00:00,3.0,38137.0,38450.0,37858.0,38381.0,15986029.4523,38206.5,36096.22,991.93,38522.69,37133.95,42566.5,39919.88,39109.33,38720.2,35180.54,37219.99,37953.39,38327.18
2021-05-25 04:00:00,4.0,38380.0,38758.0,37689.0,38426.0,16697129.135,38313.25,36117.19,1016.14,38480.8,37182.08,42520.22,39876.48,39066.8,38678.1,35142.28,37179.52,37912.12,38285.5
2021-05-25 05:00:00,5.0,38425.0,38493.0,37929.0,38413.0,12195870.8935,38315.0,36144.64,991.36,38447.64,37228.32,42483.58,39842.11,39033.14,38644.77,35112.0,37147.48,37879.45,38252.51
2021-05-25 06:00:00,6.0,38413.0,39250.0,38171.0,38932.0,15472033.1061,38691.5,36183.72,989.36,38496.41,37288.04,42537.47,39892.65,39082.65,38693.79,35156.54,37194.6,37927.5,38301.04
2021-05-25 07:00:00,7.0,38932.0,39234.0,38696.0,39051.0,13157740.2433,38978.25,36241.11,978.43,38592.78,37357.03,42643.95,39992.52,39180.49,38790.65,35244.55,37287.71,38022.44,38396.92
2021-05-25 08:00:00,8.0,39051.0,39170.0,38089.0,38193.0,20710175.8833,38625.75,36316.37,989.64,38599.37,37408.82,42651.24,39999.35,39187.18,38797.28,35250.57,37294.08,38028.94,38403.48
2021-05-25 09:00:00,9.0,38193.0,38304.0,37809.0,37991.0,13612134.8348,38074.25,36391.23,879.0,38494.35,37435.98,42535.19,39890.52,39080.56,38691.72,35154.66,37192.61,37925.47,38298.99
2021-05-25 10:00:00,10.0,37991.0,37991.0,36672.0,37158.0,23453387.2482,37453.0,36446.0,885.79,38286.08,37436.67,42305.06,39674.69,38869.12,38482.38,34964.46,36991.38,37720.27,38091.77
2021-05-25 11:00:00,11.0,37164.0,37504.0,36533.0,36585.0,19339882.9164,36946.5,36481.57,886.5,38018.16,37416.67,42009.02,39397.06,38597.12,38213.09,34719.78,36732.52,37456.32,37825.22
2021-05-25 12:00:00,12.0,36585.0,37260.0,36443.0,37161.0,14485628.9079,36862.25,36529.27,878.14,37786.98,37394.04,41753.57,39157.49,38362.42,37980.72,34508.66,36509.16,37228.55,37595.21
2021-05-25 13:00:00,13.0,37161.0,37939.0,36981.0,37541.0,23543251.3858,37405.5,36608.81,899.79,37710.68,37394.5,41669.26,39078.43,38284.96,37904.03,34438.98,36435.44,37153.38,37519.3
2021-05-25 14:00:00,14.0,37541.0,38224.0,37419.0,37705.0,32068482.3983,37722.25,36690.74,865.21,37713.0,37407.88,41671.82,39080.83,38287.31,37906.36,34441.09,36437.68,37155.66,37521.6
2021-05-25 15:00:00,15.0,37705.0,38517.0,37186.0,38329.0,24344094.4925,37934.25,36781.98,894.64,37757.25,37429.37,41720.72,39126.68,38332.23,37950.84,34481.51,36480.43,37199.26,37565.63
2021-05-25 16:00:00,16.0,38329.0,38352.0,37720.0,37858.0,18793752.6377,38064.75,36896.05,875.07,37818.75,37455.3,41788.67,39190.41,38394.67,38012.65,34537.67,36539.85,37259.85,37626.81
2021-05-25 17:00:00,17.0,37858.0,38095.0,37562.0,38010.0,8834958.4157,37881.25,37002.48,870.86,37831.25,37472.69,41802.48,39203.37,38407.36,38025.22,34549.09,36551.93,37272.17,37639.25
2021-05-25 18:00:00,18.0,38010.0,38339.0,37817.0,37935.0,10089606.9792,38025.25,37114.34,831.79,37870.05,37495.24,41845.36,39243.57,38446.75,38064.21,34584.52,36589.42,37310.39,37677.85
2021-05-25 19:00:00,19.0,37935.0,38034.0,37189.0,37340.0,12316179.4621,37624.5,37213.74,851.86,37820.94,37500.52,41791.09,39192.68,38396.89,38014.85,34539.67,36541.97,37262.01,37628.99
2021-05-25 20:00:00,20.0,37347.0,37790.0,37306.0,37619.0,22422362.567,37515.5,37297.98,809.36,37759.85,37501.13,41723.59,39129.38,38334.87,37953.45,34483.88,36482.95,37201.82,37568.22
2021-05-25 21:00:00,21.0,37615.0,38122.0,37450.0,37968.0,81104946.571,37788.75,37377.16,818.93,37765.63,37512.87,41729.98,39135.37,38340.74,37959.26,34489.16,36488.53,37207.52,37573.97
2021-05-25 22:00:00,22.0,37968.0,38744.0,37947.0,38435.0,14372716.8298,38273.5,37463.57,798.64,37867.2,37543.91,41842.22,39240.63,38443.86,38061.36,34581.92,36586.67,37307.59,37675.02
2021-05-25 23:00:00,23.0,38435.0,38504.0,38011.0,38363.0,18614900.2204,38328.25,37545.73,798.5,37959.41,37575.93,41944.1,39336.18,38537.48,38154.04,34666.13,36675.76,37398.44,37766.77
2021-05-26 00:00:00,0.0,38363.0,38620.0,37842.0,38137.0,10641648.7154,38240.5,37610.45,759.86,38015.63,37603.05,42006.22,39394.44,38594.55,38210.54,34717.47,36730.08,37453.82,37822.7
2021-05-26 01:00:00,1.0,38138.0,38928.0,38120.0,38708.0,13153217.0905,38473.5,37678.78,748.21,38107.2,37638.58,42107.41,39489.33,38687.52,38302.59,34801.1,36818.56,37544.04,37913.81
2021-05-26 02:00:00,2.0,38706.0,39612.0,38706.0,39262.0,24615455.3342,39071.5,37759.03,754.57,38300.06,37697.07,42320.51,39689.19,38883.31,38496.43,34977.23,37004.89,37734.05,38105.69
2021-05-26 03:00:00,3.0,39262.0,39735.0,39149.0,39556.0,19093660.5959,39425.5,37842.09,728.0,38525.15,37767.62,42569.23,39922.44,39111.83,38722.68,35182.79,37222.37,37955.81,38329.63
2021-05-26 04:00:00,4.0,39556.0,39657.0,39048.0,39435.0,11150626.6352,39424.0,37933.49,714.0,38704.92,37835.22,42767.87,40108.73,39294.34,38903.37,35346.96,37396.06,38132.93,38508.49
2021-05-26 05:00:00,5.0,39435.0,39582.0,39195.0,39273.0,13524448.8616,39371.25,38021.32,646.57,38838.19,37897.92,42915.12,40246.83,39429.63,39037.32,35468.66,37524.82,38264.22,38641.08
2021-05-26 06:00:00,6.0,39274.0,40798.0,39206.0,40592.0,29627662.8234,39967.5,38110.18,715.14,39064.05,37982.39,43164.7,40480.88,39658.93,39264.34,35674.93,37743.04,38486.75,38865.79
2021-05-26 07:00:00,7.0,40592.0,40645.0,40320.0,40502.0,9914552.0088,40514.75,38194.33,700.29,39354.19,38085.75,43485.29,40781.54,39953.49,39555.96,35939.9,38023.37,38772.6,39154.46
2021-05-26 08:00:00,8.0,40498.0,40907.0,39823.0,40203.0,25935291.2254,40357.75,38271.86,740.43,39554.9,38178.49,43707.07,40989.54,40157.26,39757.71,36123.2,38217.3,38970.35,39354.16
2021-05-26 09:00:00,9.0,40203.0,40470.0,40116.0,40211.0,11325255.4205,40250.0,38350.49,705.36,39693.92,38263.04,43860.69,41133.6,40298.4,39897.44,36250.16,38351.61,39107.31,39492.47
2021-05-26 10:00:00,10.0,40211.0,40391.0,39580.0,39730.0,22445369.1791,39978.0,38425.89,728.71,39750.74,38333.04,43923.47,41192.47,40356.08,39954.55,36302.04,38406.51,39163.29,39549.0
2021-05-26 11:00:00,11.0,39730.0,39932.0,39438.0,39905.0,8322453.7375,39751.25,38480.54,716.0,39750.84,38390.92,43923.58,41192.58,40356.18,39954.65,36302.14,38406.61,39163.39,39549.1
2021-05-26 12:00:00,12.0,39905.0,40353.0,39817.0,40196.0,9748122.1287,40067.75,38523.44,697.36,39814.22,38459.37,43993.62,41258.26,40420.53,40018.36,36360.02,38467.85,39225.83,39612.16
2021-05-26 13:00:00,13.0,40196.0,40196.0,38856.0,38888.0,26284115.5591,39534.0,38556.52,757.86,39758.18,38503.23,43931.69,41200.18,40363.63,39962.02,36308.84,38413.7,39170.62,39556.4
2021-05-26 14:00:00,14.0,38886.0,39377.0,38839.0,39173.0,17570254.5163,39068.75,38585.38,740.71,39620.29,38526.31,43779.33,41057.3,40223.65,39823.43,36182.91,38280.48,39034.77,39419.21
2021-05-26 15:00:00,15.0,39173.0,39264.0,38516.0,38796.0,19174847.3839,38937.25,38610.93,736.43,39483.68,38543.08,43628.38,40915.73,40084.96,39686.12,36058.16,38148.49,38900.18,39283.3
2021-05-26 16:00:00,16.0,38796.0,39398.0,38542.0,38590.0,19526701.2947,38831.5,38639.22,732.86,39353.25,38554.86,43484.25,40780.57,39952.53,39555.02,35939.04,38022.46,38771.67,39153.52
2021-05-26 17:00:00,17.0,38590.0,39125.0,38092.0,39015.0,18802825.1414,38705.5,38663.05,764.79,39223.7,38561.0,43341.1,40646.32,39821.01,39424.8,35820.73,37897.29,38644.04,39024.63
2021-05-26 18:00:00,18.0,39015.0,39015.0,38390.0,38671.0,19037325.1329,38772.75,38682.11,765.93,39133.51,38569.65,43241.45,40552.86,39729.45,39334.15,35738.36,37810.15,38555.18,38934.9
2021-05-26 19:00:00,19.0,38671.0,38672.0,37910.0,38533.0,23296088.5987,38446.5,38674.47,792.71,38996.11,38564.62,43089.62,40410.47,39589.96,39196.05,35612.88,37677.4,38419.81,38798.2
2021-05-26 20:00:00,20.0,38533.0,38857.0,38356.0,38770.0,11453205.5767,38629.0,38659.5,714.79,38922.69,38567.25,43008.49,40334.39,39515.42,39122.25,35545.83,37606.46,38347.47,38725.15
2021-05-26 21:00:00,21.0,38772.0,39266.0,38592.0,39080.0,29522399.5075,38927.5,38661.8,739.71,38923.65,38581.95,43009.56,40335.39,39516.39,39123.22,35546.71,37607.39,38348.42,38726.11
2021-05-26 22:00:00,22.0,39080.0,39169.0,38813.0,39014.0,5984736.3877,39019.0,38673.15,687.71,38942.72,38599.79,43030.63,40355.15,39535.75,39142.38,35564.13,37625.81,38367.21,38745.08
2021-05-26 23:00:00,23.0,39011.0,39493.0,38705.0,39250.0,26982455.2167,39114.75,38683.12,718.71,38977.12,38620.81,43068.65,40390.8,39570.69,39176.97,35595.55,37659.06,38401.11,38779.31
2021-05-27 00:00:00,0.0,39250.0,39250.0,38368.0,38655.0,76964719.1674,38880.75,38676.6,723.79,38957.85,38631.42,43047.35,40370.83,39551.12,39157.59,35577.95,37640.43,38382.12,38760.13
2021-05-27 01:00:00,1.0,38655.0,38733.0,37543.0,37662.0,32203201.16,38148.25,38655.24,773.5,38795.93,38611.7,42868.43,40203.04,39386.73,38994.84,35430.07,37483.99,38222.59,38599.04
2021-05-27 02:00:00,2.0,37662.0,38000.0,37516.0,37869.0,29661610.5954,37761.75,38639.59,769.79,38589.09,38577.01,42639.88,39988.7,39176.75,38786.95,35241.18,37284.15,38018.81,38393.25
2021-05-27 03:00:00,3.0,37865.0,37865.0,37191.0,37679.0,15554140.7208,37650.0,38628.0,722.5,38401.28,38539.17,42432.35,39794.07,38986.07,38598.16,35069.66,37102.68,37833.77,38206.38
2021-05-27 04:00:00,4.0,37679.0,37833.0,37262.0,37782.0,15789626.9611,37639.0,38613.95,724.86,38248.82,38502.43,42263.89,39636.08,38831.29,38444.93,34930.43,36955.38,37683.57,38054.7
2021-05-27 05:00:00,5.0,37782.0,38226.0,37502.0,38180.0,16370009.1359,37922.5,38605.78,723.14,38183.56,38478.76,42191.77,39568.45,38765.03,38379.33,34870.83,36892.32,37619.27,37989.77
2021-05-27 06:00:00,6.0,38180.0,38350.0,37940.0,38299.0,9568080.8391,38192.25,38595.38,691.29,38185.29,38467.06,42193.7,39570.25,38766.8,38381.08,34872.42,36894.0,37620.98,37991.5
2021-05-27 07:00:00,7.0,38299.0,38454.0,38106.0,38326.0,12803035.4442,38296.25,38581.17,642.36,38207.49,38460.09,42218.22,39593.25,38789.33,38403.38,34892.68,36915.45,37642.84,38013.58
2021-05-27 08:00:00,8.0,38326.0,39201.0,37880.0,38887.0,17595948.5461,38573.5,38580.08,692.07,38280.69,38464.72,42299.1,39669.11,38863.64,38476.96,34959.53,36986.17,37714.96,38086.41
2021-05-27 09:00:00,9.0,38887.0,39549.0,38862.0,39324.0,16079574.7769,39155.5,38602.6,686.71,38455.65,38492.92,42492.43,39850.42,39041.27,38652.82,35119.32,37155.22,37887.34,38260.48
2021-05-27 10:00:00,10.0,39324.0,39655.0,39111.0,39262.0,11845195.115,39338.0,38641.88,689.79,38632.12,38527.41,42687.43,40033.29,39220.43,38830.19,35280.48,37325.72,38061.2,38436.06
2021-05-27 11:00:00,11.0,39260.0,39873.0,39254.0,39738.0,13414089.2602,39531.25,38695.72,685.86,38811.95,38568.38,42886.13,40219.63,39402.99,39010.94,35444.7,37499.47,38238.37,38614.97
2021-05-27 12:00:00,12.0,39724.0,39982.0,39324.0,39354.0,12853576.2485,39596.0,38752.68,707.43,38968.76,38610.33,43059.4,40382.13,39562.19,39168.56,35587.91,37650.97,38392.86,38770.99
2021-05-27 13:00:00,13.0,39354.0,40465.0,39354.0,39899.0,24669437.2363,39768.0,38801.9,730.5,39128.61,38657.58,43236.03,40547.78,39724.47,39329.22,35733.89,37805.42,38550.35,38930.02
2021-05-27 14:00:00,14.0,39899.0,40400.0,39893.0,40089.0,29403077.808,40070.25,38850.81,703.71,39316.93,38715.24,43444.13,40742.94,39915.67,39518.52,35905.88,37987.38,38735.9,39117.4
2021-05-27 15:00:00,15.0,40089.0,40163.0,39543.0,39728.0,18014087.1843,39880.75,38891.36,663.0,39429.7,38762.81,43568.73,40859.79,40030.15,39631.86,36008.86,38096.33,38846.99,39229.59
2021-05-27 16:00:00,16.0,39728.0,39771.0,38788.0,38886.0,27013620.6503,39293.25,38916.96,698.64,39402.41,38784.46,43538.57,40831.51,40002.44,39604.43,35983.93,38069.96,38820.11,39202.44
2021-05-27 17:00:00,17.0,38886.0,39297.0,38752.0,39088.0,14205952.5114,39005.75,38940.39,689.14,39323.08,38793.49,43450.91,40749.3,39921.91,39524.69,35911.49,37993.31,38741.95,39123.51
2021-05-27 18:00:00,18.0,39088.0,39250.0,38848.0,39129.0,10928395.8816,39078.75,38962.33,677.07,39274.21,38805.14,43396.92,40698.66,39872.3,39475.58,35866.86,37946.1,38693.8,39074.89
2021-05-27 19:00:00,19.0,39129.0,39158.0,38555.0,38809.0,11525858.7662,38912.75,38989.17,668.43,39201.92,38809.53,43317.04,40623.75,39798.9,39402.91,35800.84,37876.25,38622.58,39002.96
2021-05-27 20:00:00,20.0,38809.0,38865.0,38457.0,38490.0,10331698.927,38655.25,39012.92,668.29,39092.59,38803.23,43196.23,40510.45,39687.9,39293.02,35700.99,37770.61,38514.86,38894.19
2021-05-27 21:00:00,21.0,38490.0,39201.0,38229.0,39021.0,15277279.5835,38735.25,39032.64,712.86,39021.12,38800.46,43117.26,40436.39,39615.35,39221.19,35635.72,37701.56,38444.45,38823.08
2021-05-27 22:00:00,22.0,39021.0,39182.0,38430.0,38540.0,12157347.7883,38793.25,39043.46,672.21,38975.54,38800.16,43066.9,40389.17,39569.08,39175.38,35594.1,37657.53,38399.55,38777.74
2021-05-27 23:00:00,23.0,38540.0,38793.0,38322.0,38555.0,9787652.1919,38552.5,39048.14,656.79,38890.94,38790.05,42973.41,40301.49,39483.18,39090.34,35516.84,37575.78,38316.19,38693.56
2021-05-28 00:00:00,0.0,38557.0,38893.0,37962.0,38027.0,32409641.3055,38359.75,39050.62,684.43,38784.7,38772.49,42856.02,40191.4,39375.33,38983.55,35419.82,37473.14,38211.53,38587.86
2021-05-28 01:00:00,1.0,38028.0,38273.0,37702.0,38174.0,19664351.5658,38044.25,39041.68,681.0,38636.61,38742.77,42692.39,40037.94,39224.98,38834.71,35284.57,37330.06,38065.62,38440.52
2021-05-28 02:00:00,2.0,38174.0,38370.0,37989.0,38326.0,12488817.7526,38214.75,39023.83,661.21,38552.24,38721.21,42599.16,39950.5,39139.33,38749.9,35207.52,37248.54,37982.5,38356.58
2021-05-28 03:00:00,3.0,38326.0,38326.0,37853.0,38271.0,9091483.1905,38194.0,38998.17,615.64,38480.59,38699.7,42519.99,39876.26,39066.59,38677.89,35142.09,37179.31,37911.91,38285.3
2021-05-28 04:00:00,4.0,38269.0,38271.0,37241.0,37342.0,62622986.6138,37780.75,38963.94,653.0,38340.62,38662.19,42365.33,39731.21,38924.49,38537.2,35014.27,37044.08,37774.01,38146.04
2021-05-28 05:00:00,5.0,37342.0,37587.0,36657.0,37018.0,24897264.6116,37151.0,38917.68,675.14,38102.7,38600.51,42102.43,39484.66,38682.94,38298.06,34796.98,36814.2,37539.6,37909.32
2021-05-28 06:00:00,6.0,37018.0,37199.0,36478.0,36966.0,23040579.277,36915.25,38854.09,656.43,37865.21,38531.72,41840.01,39238.56,38441.84,38059.35,34580.1,36584.74,37305.62,37673.04
2021-05-28 07:00:00,7.0,36966.0,37376.0,36579.0,37012.0,25784263.4665,36983.25,38780.52,674.43,37688.82,38468.52,41645.1,39055.77,38262.76,37882.05,34419.01,36414.32,37131.84,37497.54
2021-05-28 08:00:00,8.0,37012.0,37289.0,35559.0,35975.0,28268454.4704,36458.75,38699.29,769.29,37442.8,38386.49,41373.26,38800.83,38013.0,37634.78,34194.34,36176.62,36889.46,37252.78
2021-05-28 09:00:00,9.0,35978.0,36260.0,35379.0,36019.0,46307759.5269,35909.0,38608.85,789.14,37136.04,38285.36,41034.3,38482.95,37701.57,37326.45,33914.19,35880.23,36587.23,36947.57
2021-05-28 10:00:00,10.0,36018.0,36347.0,35759.0,35956.0,43750092.0625,36020.0,38526.4,802.0,36912.83,38192.9,40787.66,38251.64,37474.96,37102.09,33710.35,35664.57,36367.32,36725.5
2021-05-28 11:00:00,11.0,35956.0,36197.0,35131.0,35376.0,31510497.6771,35665.0,38441.27,808.71,36663.27,38089.72,40511.9,37993.02,37221.59,36851.25,33482.44,35423.45,36121.45,36477.2
2021-05-28 12:00:00,12.0,35376.0,36951.0,35203.0,36632.0,42976132.3934,36040.5,38357.36,879.86,36538.71,38006.08,40374.27,37863.95,37095.14,36726.05,33368.69,35303.11,35998.73,36353.28
2021-05-28 13:00:00,13.0,36632.0,37291.0,36628.0,36974.0,24938315.9592,36881.25,38302.1,893.57,36607.22,37960.17,40449.97,37934.94,37164.69,36794.91,33431.25,35369.3,36066.23,36421.43
2021-05-28 14:00:00,14.0,36974.0,37108.0,36537.0,36619.0,26748117.0379,36809.5,38255.03,867.86,36647.68,37913.2,40494.67,37976.87,37205.76,36835.58,33468.2,35408.38,36106.09,36461.69
2021-05-28 15:00:00,15.0,36619.0,37066.0,36430.0,36777.0,19087266.7173,36723.0,38208.9,872.5,36662.74,37864.62,40511.32,37992.48,37221.06,36850.72,33481.96,35422.94,36120.93,36476.67
2021-05-28 16:00:00,16.0,36777.0,36866.0,35835.0,35835.0,30834422.7718,36328.25,38156.75,918.93,36595.84,37801.91,40437.4,37923.15,37153.14,36783.48,33420.86,35358.3,36055.02,36410.11
2021-05-28 17:00:00,17.0,35835.0,36310.0,35666.0,36003.0,25072502.0646,35953.5,38099.42,931.14,36467.37,37726.47,40295.44,37790.03,37022.72,36654.35,33303.54,35234.18,35928.45,36282.3
2021-05-28 18:00:00,18.0,36003.0,36384.0,35560.0,36218.0,26070701.7359,36041.25,38042.51,916.43,36382.15,37657.68,40201.27,37701.71,36936.19,36568.69,33225.71,35151.84,35844.48,36197.51
2021-05-28 19:00:00,19.0,36218.0,36582.0,35578.0,35792.0,31245836.4478,36042.5,37992.43,921.71,36314.22,37591.76,40126.21,37631.32,36867.23,36500.41,33163.67,35086.2,35777.56,36129.92
2021-05-28 20:00:00,20.0,35792.0,36251.0,35204.0,35220.0,19899249.9868,35616.75,37929.67,945.0,36174.73,37511.14,39972.07,37486.76,36725.61,36360.2,33036.28,34951.43,35640.12,35991.13
2021-05-28 21:00:00,21.0,35220.0,35425.0,34709.0,35031.0,22995857.041,35096.25,37849.85,939.21,35959.03,37412.58,39733.74,37263.24,36506.63,36143.4,32839.3,34743.02,35427.62,35776.53
2021-05-28 22:00:00,22.0,35031.0,35601.0,34759.0,35055.0,29054531.9605,35111.5,37768.45,875.79,35789.52,37318.66,39546.44,37087.59,36334.54,35973.02,32684.5,34579.25,35260.62,35607.89
2021-05-28 23:00:00,23.0,35055.0,35904.0,34950.0,35682.0,17991929.15,35397.75,37691.01,881.0,35711.17,37240.25,39459.86,37006.39,36254.99,35894.27,32612.94,34503.55,35183.42,35529.93
2021-05-29 00:00:00,0.0,35682.0,36458.0,35647.0,36228.0,16832170.6942,36003.75,37631.07,896.93,35769.69,37189.78,39524.51,37067.03,36314.4,35953.08,32666.38,34560.08,35241.07,35588.15
2021-05-29 01:00:00,1.0,36226.0,36516.0,36127.0,36395.0,11806950.5731,36316.0,37592.9,848.57,35878.95,37154.12,39645.25,37180.26,36425.33,36062.91,32766.16,34665.65,35348.72,35696.86
2021-05-29 02:00:00,2.0,36395.0,36598.0,36136.0,36354.0,10391347.1251,36370.75,37563.92,756.71,35977.31,37122.14,39753.93,37282.19,36525.19,36161.77,32855.99,34760.68,35445.62,35794.72
2021-05-29 03:00:00,3.0,36354.0,36773.0,36181.0,36478.0,14635513.8613,36446.5,37538.85,751.64,36071.15,37094.57,39857.62,37379.43,36620.45,36256.09,32941.69,34851.35,35538.08,35888.08
2021-05-29 04:00:00,4.0,36478.0,36641.0,35639.0,35731.0,13685972.113,36122.25,37507.25,782.43,36081.37,37054.88,39868.91,37390.02,36630.83,36266.36,32951.02,34861.22,35548.15,35898.25
2021-05-29 05:00:00,5.0,35731.0,37341.0,35727.0,36900.0,22696053.5428,36424.75,37476.05,852.29,36150.04,37029.16,39944.8,37461.19,36700.55,36335.39,33013.74,34927.58,35615.81,35966.58
2021-05-29 06:00:00,6.0,36900.0,37098.0,36491.0,36550.0,14156095.6907,36759.75,37446.2,822.0,36271.99,37018.16,40079.54,37587.55,36824.35,36457.96,33125.1,35045.4,35735.95,36087.9
2021-05-29 07:00:00,7.0,36550.0,36723.0,36035.0,36163.0,24728698.3462,36367.75,37406.03,825.14,36291.14,36991.62,40100.71,37607.4,36843.8,36477.21,33142.59,35063.9,35754.82,36106.96
2021-05-29 08:00:00,8.0,36163.0,36366.0,35668.0,35793.0,19233075.2522,35997.5,37352.36,816.14,36232.41,36951.04,40035.81,37546.54,36784.17,36418.18,33088.96,35007.16,35696.96,36048.53
2021-05-29 09:00:00,9.0,35793.0,35926.0,34897.0,35405.0,26280637.2288,35505.25,37276.31,817.93,36086.98,36892.03,39875.11,37395.83,36636.53,36272.0,32956.14,34866.65,35553.67,35903.83
2021-05-29 10:00:00,10.0,35405.0,35488.0,35014.0,35249.0,12423469.6489,35289.0,37191.96,777.0,35927.38,36826.6,39698.77,37230.45,36474.5,36111.59,32810.4,34712.45,35396.44,35745.05
2021-05-29 11:00:00,11.0,35247.0,35851.0,34589.0,35404.0,24002397.8218,35272.75,37103.24,816.0,35796.46,36763.18,39554.1,37094.77,36341.58,35979.99,32690.83,34585.95,35267.44,35614.78
2021-05-29 12:00:00,12.0,35404.0,35422.0,34608.0,34793.0,20660154.4682,35056.75,37008.67,814.0,35648.51,36693.53,39390.62,36941.47,36191.39,35831.29,32555.72,34443.01,35121.69,35467.59
2021-05-29 13:00:00,13.0,34793.0,34987.0,34148.0,34898.0,23707233.1286,34706.5,36903.22,805.79,35460.11,36612.42,39182.44,36746.23,36000.11,35641.92,32383.66,34260.98,34936.07,35280.15
2021-05-29 14:00:00,14.0,34905.0,35309.0,34436.0,34645.0,22878611.137,34823.75,36793.92,810.21,35332.84,36539.42,39041.81,36614.34,35870.9,35514.0,32267.43,34138.01,34810.68,35153.52
2021-05-29 15:00:00,15.0,34645.0,34646.0,33832.0,34438.0,35340318.7431,34390.25,36679.54,840.57,35144.32,36451.69,38833.5,36418.99,35679.51,35324.51,32095.27,33955.87,34624.95,34965.96
2021-05-29 16:00:00,16.0,34439.0,35063.0,34026.0,34854.0,23013858.5244,34595.5,36581.67,881.64,35034.56,36375.93,38712.22,36305.24,35568.08,35214.19,31995.03,33849.81,34516.81,34856.75
2021-05-29 17:00:00,17.0,34857.0,34865.0,33680.0,33908.0,21021987.2824,34327.5,36484.2,924.0,34893.15,36292.32,38555.96,36158.7,35424.51,35072.05,31865.89,33713.18,34377.48,34716.06
2021-05-29 18:00:00,18.0,33909.0,34195.0,33651.0,34080.0,20172551.6936,33958.75,36377.54,891.29,34706.27,36197.07,38349.47,35965.04,35234.79,34884.21,31695.22,33532.62,34193.37,34530.13
2021-05-29 19:00:00,19.0,34080.0,34271.0,33679.0,34041.0,21699773.1722,34017.75,36275.56,818.29,34568.56,36108.12,38197.31,35822.35,35094.99,34745.8,31569.46,33399.58,34057.7,34393.12
2021-05-29 20:00:00,20.0,34041.0,34534.0,33790.0,34273.0,19641673.084,34159.5,36181.9,828.07,34486.75,36028.59,38106.91,35737.57,35011.93,34663.57,31494.75,33320.53,33977.09,34311.73
2021-05-29 21:00:00,21.0,34273.0,34790.0,34097.0,34687.0,16584647.4059,34461.75,36092.86,828.43,34481.75,35964.63,38101.38,35732.38,35006.85,34658.54,31490.18,33315.7,33972.17,34306.75
