date,hour,open,high,low,close,volume(BTC),ohlc4,SMA48,average_true_range,EMA9,EMA48,10x short,25x short,50x short,100x short,10x long,25x long,50x long,100x long
2021-01-03 12:00:00,12.0,34430.0,34605.0,33971.5,34131.5,8842985.89375,34284.5,31151.42,688.39,33856.86,31741.33,37410.9,35084.83,34372.45,34030.45,30919.51,32711.94,33356.51,33685.03
2021-01-03 13:00:00,13.0,34131.5,34414.0,33822.0,33904.5,4598568.33135,34068.0,31248.4,684.96,33899.09,31836.29,37457.56,35128.59,34415.32,34072.9,30958.07,32752.74,33398.12,33727.05
2021-01-03 14:00:00,14.0,33904.5,34205.0,33461.0,33895.0,7102649.63965,33866.38,31339.97,699.64,33892.55,31919.15,37450.33,35121.81,34408.68,34066.32,30952.1,32746.42,33391.67,33720.54
2021-01-03 15:00:00,15.0,33895.0,33962.0,32786.0,33529.5,7942579.4807,33543.12,31428.39,742.75,33822.66,31985.44,37373.11,35049.39,34337.73,33996.08,30888.28,32678.9,33322.82,33651.01
2021-01-03 16:00:00,16.0,33529.5,33856.5,32561.5,32661.5,18590195.35145,33152.25,31508.43,811.29,33688.58,32033.06,37224.95,34910.45,34201.6,33861.31,30765.83,32549.35,33190.72,33517.61
2021-01-03 17:00:00,17.0,32647.5,33259.0,32460.5,32918.0,8667141.24125,32821.25,31583.13,846.21,33515.11,32065.23,37033.28,34730.69,34025.5,33686.95,30607.41,32381.75,33019.82,33345.02
2021-01-03 18:00:00,18.0,32917.5,33034.5,32301.5,32771.0,9115111.78395,32756.12,31659.85,840.82,33363.32,32093.43,36865.54,34573.38,33871.39,33534.38,30468.78,32235.09,32870.26,33193.99
2021-01-03 19:00:00,19.0,32771.0,32922.5,32459.0,32770.5,2163890.67235,32730.75,31735.28,799.61,33236.8,32119.45,36725.75,34442.28,33742.95,33407.21,30353.24,32112.85,32745.62,33068.12
2021-01-03 20:00:00,20.0,32770.5,33852.5,32731.5,33739.0,3616912.43765,33273.38,31820.67,847.11,33244.12,32166.54,36733.83,34449.86,33750.37,33414.57,30359.92,32119.92,32752.83,33075.4
2021-01-03 21:00:00,21.0,33739.0,33877.0,33538.0,33584.5,2355018.4334,33684.62,31912.44,798.54,33332.22,32228.51,36831.18,34541.16,33839.82,33503.12,30440.38,32205.04,32839.62,33163.05
2021-01-03 22:00:00,22.0,33584.5,33669.5,33031.0,33156.0,3162868.0626,33360.25,31997.17,780.21,33337.83,32274.7,36837.38,34546.97,33845.51,33508.75,30445.5,32210.46,32845.15,33168.63
2021-01-03 23:00:00,23.0,33156.0,33636.0,32666.0,33045.5,4150534.43245,33125.88,32075.54,793.68,33295.44,32309.44,36790.54,34503.04,33802.47,33466.15,30406.79,32169.5,32803.38,33126.46
2021-01-04 00:00:00,0.0,33045.5,33159.0,32505.0,32883.5,8352434.16735,32898.25,32151.03,773.39,33216.0,32333.48,36702.76,34420.72,33721.83,33386.3,30334.24,32092.75,32725.12,33047.42
2021-01-04 01:00:00,1.0,32883.5,33366.5,32633.0,33227.0,3617587.9832,33027.5,32227.75,777.96,33178.3,32361.8,36661.1,34381.66,33683.55,33348.41,30299.82,32056.33,32687.98,33009.91
2021-01-04 02:00:00,2.0,33227.0,33633.0,33001.5,33499.0,4281958.68105,33340.12,32308.74,777.82,33210.66,32401.73,36696.87,34415.2,33716.41,33380.94,30329.37,32087.6,32719.87,33042.12
